Student ID,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
S7207,female,Group C,some high school,standard,none,53,48,49
S7208,female,Group C,some college,standard,none,82,84,83
S7209,female,Group B,associate's degree,standard,none,82,97,90
S7210,male,Group C,associate's degree,free/reduced,none,57,58,51
S7211,male,Group D,some college,standard,none,66,56,56
S7212,female,Group C,associate's degree,standard,completed,89,86,92
S7213,female,Group C,some college,standard,none,77,85,85
S7214,female,Group C,some college,standard,none,58,64,56
S7215,male,Group E,high school,standard,none,100,91,85
S7216,female,Group E,some high school,standard,none,87,9,90
S7217,female,Group C,bachelor's degree,standard,none,84,81,72
S7218,female,Group D,some college,free/reduced,none,64,82,80
S7219,female,Group C,master's degree,standard,none,43,45,38
S7220,male,Group D,associate's degree,standard,none,89,78,76
S7221,female,Group C,some college,standard,completed,77,9,93
S7222,male,Group D,high school,free/reduced,none,48,46,50
S7223,female,Group E,high school,free/reduced,completed,66,66,75
S7224,male,Group B,associate's degree,free/reduced,none,57,59,62
S7225,female,Group C,some high school,standard,none,74,77,72
S7226,male,Group C,associate's degree,free/reduced,none,47,49,49
S7228,male,Group C,some college,standard,none,79,76,69
S7229,male,Group C,master's degree,standard,none,93,78,77
S7230,male,Group D,some college,standard,none,70,66,68
S7231,male,Group C,high school,standard,none,75,77,66
S7233,female,Group E,associate's degree,free/reduced,none,57,45,42
S7234,male,Group B,associate's degree,standard,none,47,48,49
S7235,female,Group D,master's degree,free/reduced,none,32,35,37
S7236,male,Group C,master's degree,free/reduced,completed,75,7,76
S7237,male,Group B,associate's degree,free/reduced,none,57,59,62
S7238,female,Group D,bachelor's degree,free/reduced,completed,45,68,71
S7240,male,Group E,associate's degree,standard,completed,93,87,84
S7241,male,Group C,some college,standard,completed,82,89,86
S7242,female,Group D,some college,standard,none,56,53,58
S7243,male,Group C,some college,standard,none,81,65,60
S7244,female,Group B,some high school,standard,none,46,61,58
S7245,female,Group C,some college,free/reduced,none,48,6,55
S7247,female,Group D,some high school,standard,none,83,95,97
S7248,male,Group C,some college,free/reduced,none,33,42,41
S7249,male,Group C,some high school,free/reduced,completed,58,57,53
S7250,female,Group D,some high school,standard,none,53,55,57
S7251,female,Group B,some college,standard,none,83,88,90
S7252,male,Group D,some college,free/reduced,none,60,69,70
S7253,female,Group B,high school,standard,none,54,56,59
S7256,female,Group C,associate's degree,standard,none,82,91,85
S7257,female,Group C,some college,standard,none,61,64,54
S7259,male,Group A,some high school,standard,completed,59,55,58
S7260,male,Group B,bachelor's degree,free/reduced,none,55,59,49
S7261,male,Group C,high school,free/reduced,completed,64,71,68
S7262,female,Group C,bachelor's degree,standard,completed,73,79,81
S7263,female,Group D,some high school,standard,completed,48,68,68
S7264,male,Group C,some college,free/reduced,none,72,8,75
S7265,male,Group C,high school,free/reduced,none,72,68,62
S7266,female,Group C,some high school,standard,none,94,91,98
S7267,male,Group E,high school,standard,none,83,8,82
S7268,male,Group D,associate's degree,free/reduced,completed,57,58,54
S7269,male,Group E,some high school,standard,none,74,6,59
S7270,female,Group A,some college,free/reduced,none,54,56,58
S7271,male,Group C,associate's degree,standard,none,89,88,86
S7273,female,Group E,high school,free/reduced,none,85,91,88
S7274,male,Group C,some college,standard,none,66,68,62
S7275,male,Group E,high school,standard,completed,83,8,82
S7276,male,Group B,master's degree,standard,none,100,9,88
S7277,female,Group C,high school,standard,none,45,52,51
S7278,male,Group A,associate's degree,free/reduced,completed,56,6,63
S7279,male,Group C,some college,free/reduced,none,79,77,71
S7280,male,Group C,master's degree,free/reduced,none,45,53,45
S7281,female,Group C,master's degree,standard,completed,66,7,83
S7282,male,Group E,master's degree,free/reduced,none,74,67,67
S7283,male,Group D,associate's degree,standard,none,44,45,41
S7284,female,Group C,associate's degree,standard,none,61,56,60
S7285,male,Group C,high school,standard,completed,75,69,67
S7286,male,Group D,some high school,free/reduced,none,49,49,43
S7287,female,Group D,some college,standard,none,90,72,79
S7288,male,Group D,high school,standard,none,65,6,57
S7289,male,Group C,bachelor's degree,standard,none,63,71,65
S7290,male,Group C,associate's degree,free/reduced,none,45,52,45
S7291,female,Group D,some college,free/reduced,none,43,48,53
S7292,female,Group D,high school,standard,completed,63,78,74
S7293,female,Group B,some college,standard,none,47,58,56
S7294,male,Group D,associate's degree,standard,none,81,74,74
S7296,male,Group D,some college,standard,none,92,77,84
S7297,female,Group B,associate's degree,standard,none,63,72,78
S7298,female,Group D,master's degree,free/reduced,none,32,35,37
S7299,male,Group C,some high school,standard,completed,63,69,68
S7300,male,Group C,associate's degree,free/reduced,completed,69,76,82
S7301,male,Group A,some college,free/reduced,none,43,43,40
S7302,male,Group C,some high school,standard,none,84,84,74
S7303,female,Group C,high school,standard,none,63,64,59
S7304,male,Group C,some college,free/reduced,completed,54,53,51
S7305,male,Group D,some college,free/reduced,none,56,61,62
S7306,female,Group D,associate's degree,free/reduced,none,45,61,57
S7307,male,Group E,some college,standard,completed,84,77,79
S7308,male,Group C,some college,standard,none,72,76,64
S7311,male,Group D,associate's degree,standard,none,74,69,63
S7312,female,Group C,some college,standard,none,61,64,54
S7313,male,Group D,bachelor's degree,free/reduced,none,72,71,65
S7314,female,Group A,high school,standard,none,52,68,66
S7315,female,Group B,high school,free/reduced,none,65,55,51
S7316,female,Group C,some college,standard,completed,69,84,81
S7318,male,Group C,associate's degree,standard,none,61,56,56
S7319,female,Group D,bachelor's degree,free/reduced,none,73,85,83
S7320,male,Group B,some high school,standard,none,71,63,55
S7322,male,Group C,some college,free/reduced,none,59,69,63
S7323,male,Group C,some college,standard,none,67,58,58
S7324,female,Group D,some high school,standard,completed,83,95,97
S7326,female,Group D,some high school,standard,none,52,66,63
S7327,male,Group E,bachelor's degree,standard,none,95,9,89
S7328,male,Group C,some college,standard,none,50,4,44
S7330,male,Group C,high school,standard,none,56,68,66
S7331,male,Group A,some college,standard,none,56,51,44
S7334,male,Group C,associate's degree,free/reduced,none,73,66,68
S7335,male,Group E,bachelor's degree,free/reduced,none,62,69,60
S7336,male,Group C,some high school,standard,none,28,27,23
S7337,female,Group C,master's degree,free/reduced,none,93,98,94
S7338,female,Group C,some college,standard,none,88,9,90
S7339,male,Group E,some college,standard,none,75,66,59
S7340,female,Group C,some college,standard,none,67,72,71
S7341,male,Group C,bachelor's degree,standard,none,70,49,53
S7342,female,Group D,some high school,standard,none,82,77,80
S7343,male,Group C,some college,standard,none,76,65,58
S7344,male,Group C,some college,standard,none,55,61,59
S7345,female,Group C,master's degree,standard,completed,83,86,90
S7346,female,Group C,some college,free/reduced,none,33,42,41
S7347,female,Group C,associate's degree,free/reduced,none,28,32,28
S7348,male,Group C,some college,free/reduced,completed,70,66,68
S7349,male,Group E,associate's degree,standard,completed,84,75,75
S7350,male,Group D,associate's degree,standard,none,99,97,95
S7351,female,Group B,high school,standard,completed,81,89,88
S7352,male,Group E,some college,standard,none,88,81,77
S7353,male,Group D,some college,standard,completed,80,67,72
S7354,male,Group E,some college,standard,none,88,76,81
S7355,female,Group A,some college,standard,none,51,46,42
S7356,female,Group C,master's degree,standard,completed,50,64,63
S7357,male,Group C,some college,standard,completed,82,89,86
S7358,female,Group D,high school,free/reduced,none,54,53,47
S7359,female,Group C,some high school,standard,completed,90,96,98
S7360,female,Group D,high school,standard,none,53,66,64
S7362,male,Group C,some high school,standard,completed,83,81,78
S7363,female,Group D,bachelor's degree,free/reduced,none,73,85,83
S7364,male,Group C,bachelor's degree,standard,completed,86,77,80
S7365,male,Group E,high school,free/reduced,none,59,55,46
S7366,female,Group C,high school,standard,none,54,73,64
S7368,male,Group B,some college,standard,completed,77,68,66
S7369,male,Group E,some high school,standard,none,94,75,75
S7370,female,Group B,some college,free/reduced,completed,27,49,50
S7371,female,Group D,master's degree,standard,none,44,39,37
S7372,male,Group B,some college,free/reduced,completed,68,73,72
S7374,male,Group A,associate's degree,free/reduced,completed,63,61,64
S7375,male,Group C,associate's degree,free/reduced,completed,47,49,49
S7376,male,Group C,master's degree,standard,none,85,81,80
S7377,male,Group C,some high school,standard,none,63,63,63
S7378,female,Group A,some college,standard,none,77,73,69
S7379,female,Group B,some college,standard,completed,69,72,72
S7380,female,Group E,some high school,free/reduced,none,62,71,61
S7381,female,Group C,associate's degree,free/reduced,none,52,65,60
S7382,male,Group A,associate's degree,standard,completed,96,82,90
S7383,female,Group D,high school,free/reduced,completed,78,86,88
S7384,male,Group C,bachelor's degree,standard,none,91,83,82
S7385,female,Group B,some college,standard,completed,55,64,63
S7386,male,Group D,some college,standard,none,53,66,64
S7387,female,Group C,associate's degree,standard,completed,77,9,97
S7388,male,Group D,associate's degree,standard,none,80,7,73
S7389,female,Group E,some high school,free/reduced,completed,46,57,57
S7390,male,Group C,some college,standard,completed,77,8,85
S7391,female,Group C,high school,free/reduced,completed,34,66,59
S7392,female,Group E,high school,standard,none,86,89,87
S7394,male,Group D,some high school,standard,none,55,5,47
S7395,female,Group C,some college,free/reduced,completed,65,62,63
S7396,female,Group E,high school,standard,none,54,56,56
S7397,male,Group C,bachelor's degree,standard,none,63,65,58
S7398,male,Group E,bachelor's degree,standard,completed,95,9,89
S7399,female,Group C,some college,standard,completed,47,58,56
S7400,male,Group B,some college,free/reduced,completed,76,83,78
S7401,female,Group E,some high school,standard,none,52,71,70
S7402,female,Group B,associate's degree,standard,none,73,8,78
S7403,female,Group E,associate's degree,standard,completed,86,89,96
S7404,male,Group B,some college,standard,none,74,83,72
S7405,male,Group E,some college,standard,none,75,66,59
S7407,female,Group C,associate's degree,standard,completed,75,74,80
S7408,male,Group A,high school,free/reduced,none,34,49,47
S7409,male,Group A,some college,standard,none,82,68,63
S7412,male,Group C,some college,standard,none,65,64,61
S7413,female,Group C,some college,free/reduced,completed,65,62,63
S7414,male,Group E,some college,standard,completed,88,89,87
S7415,male,Group C,some high school,standard,none,64,56,51
S7416,female,Group C,associate's degree,standard,none,82,91,85
S7417,female,Group D,master's degree,free/reduced,none,32,35,37
S7418,female,Group B,bachelor's degree,free/reduced,completed,49,57,61
S7419,female,Group D,associate's degree,standard,none,40,51,51
S7420,female,Group C,some high school,standard,none,88,9,90
S7421,female,Group B,some college,standard,none,85,8,73
S7422,female,Group B,some college,standard,none,83,88,90
S7423,female,Group D,some college,standard,none,71,71,76
S7424,male,Group E,some high school,standard,none,94,86,82
S7425,male,Group A,some college,standard,completed,56,51,44
S7426,male,Group C,some college,free/reduced,none,51,5,44
S7427,male,Group C,associate's degree,standard,none,86,84,82
S7428,male,Group B,associate's degree,free/reduced,completed,68,73,72
S7429,male,Group E,bachelor's degree,standard,none,85,77,78
S7430,male,Group E,associate's degree,free/reduced,completed,66,6,64
S7431,male,Group C,some college,standard,none,77,77,71
S7432,male,Group C,high school,standard,none,88,66,73
S7433,male,Group C,some high school,standard,none,28,27,23
S7434,male,Group D,bachelor's degree,free/reduced,none,72,71,65
S7437,female,Group A,high school,standard,none,52,68,66
S7439,male,Group D,some college,standard,none,74,7,63
S7440,female,Group D,high school,standard,none,92,95,93
S7441,male,Group B,master's degree,free/reduced,none,76,68,70
S7442,male,Group A,master's degree,standard,none,59,57,51
S7443,male,Group C,some high school,standard,none,59,5,41
S7444,female,Group B,some high school,free/reduced,none,37,48,46
S7445,female,Group E,some college,standard,completed,89,94,94
S7446,male,Group D,bachelor's degree,standard,none,71,67,64
S7447,female,Group E,some college,standard,none,71,83,79
S7448,male,Group C,high school,free/reduced,completed,66,81,75
